,book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
2587,The Wisden Book of Test Cricket 2009 - 2014,sport,4.0,1,0,1,Steven Lynch,304.0,234.0,153,31.0,600,21,May,2015,Bloomsbury Publishing Plc,London,United Kingdom,English,"330,960",190.98
2588,"Doctor Socrates : Footballer, Philosopher, Legend",sport,4.11,1,0,1,Andrew Downie,400.0,234.0,153,1.0,599,5,Sep,2017,Simon & Schuster Ltd,London,United Kingdom,English,"318,186",84.1
2589,A Grand Old Team To Report : 45 Years Of Following Everton Football Club,sport,4.0,1,0,1,David Prentice,320.0,216.0,135,32.0,474,22,Oct,2020,Reach plc,United Kingdom,United Kingdom,English,"46,880",77.5
2590,Mastering Golf's Mental Game : Your Ultimate Guide to Better On-Course Performance and Lower Scores,sport,4.17,1,0,1,Michael Lardon,224.0,210.0,133,20.0,295,16,Sep,2014,Random House USA Inc,New York,United States,English,"325,811",93.21
2591,"Training and Riding with Cones and Poles : Over 35 Engaging Exercises to Improve Your Horse's Focus and Response to the Aids, while Sharpening your Timing and Accuracy",sport,5.0,1,0,1,Sigrid Schope,96.0,225.0,196,12.0,441,1,Apr,2015,The Crowood Press Ltd,London,United Kingdom,English,"355,230",79.07
2592,Fifa World Soccer Records 2022,sport,,0,0,1,Keir Radnedge,224.0,272.0,211,20.0,"1,066",7,Dec,2021,Welbeck Publishing,London,United Kingdom,English,"41,620",110.19
2593,Marathon Man : My 26.2-Mile Journey from Unknown Grad Student to the Top of the Running World,sport,4.13,1,0,1,Bill Rodgers,336.0,252.0,150,28.0,531,2,Apr,2013,Thomas Dunne Books,New York,United States,English,"64,811",110.93
2594,The Best V.A.T. Business Accounts Book : For a VAT Registered Small Business,sport,,0,0,1,Peter Hingston,96.0,303.0,217,12.0,574,1,Nov,2013,Hingston Publishing Co,Hereford,United Kingdom,English,"332,206",95.75
2595,"Equine Lameness for the Layman : Tools for Prompt Recognition, Accurate Assessment, and Proactive Management",sport,5.0,1,0,1,G. Robert Grisel,264.0,231.14,248.92,22.86,997.9,30,Aug,2018,Trafalgar Square,North Pomfret,United States,English,"312,341",110.12
2596,Standard Book of Pool and Billiards,sport,4.13,1,0,1,Robert Byrne,432.0,233.17,175.26,19.81,666.78,15,Jul,1998,Cengage Learning EMEA,London,United Kingdom,English,"332,832",
2597,The Complete Golf Manual,sport,4.04,1,0,1,Steve Newell,352.0,234.0,198,27.0,"1,202",7,Nov,2019,Dorling Kindersley Ltd,London,United Kingdom,English,"310,582",99.55
2598,The Book of Fred : The Most Outrageously Entertaining Book of the Year,sport,3.72,0,0,1,Andrew Flintoff,304.0,240.0,162,29.0,517,28,Oct,2021,Bonnier Books Ltd,Chichester,United Kingdom,English,"352,945",76.93
2599,The Essential Vince Lombardi,sport,4.14,1,0,1,Vince Lombardi,224.0,224.0,150,31.0,404,16,Jan,2003,McGraw-Hill Education - Europe,New York,NY,English,"332,782",98.59
2600,The Original Laws of Cricket,sport,4.0,1,0,1,Mike Atherton,64.0,148.0,100,11.0,98,5,Aug,2009,Bodleian Library,Oxford,England,English,"47,791",43.25
2601,The Official Celtic Annual 2022,sport,,0,0,1,Joe Sullivan,64.0,286.0,191,11.0,420,1,Jan,2022,Grange Communications Ltd,Edinburgh,United Kingdom,English,"31,025",56.91
2602,Dressage Solutions : A Rider's Guide,sport,4.88,1,0,1,Arthur Kottas-Heldenburg,208.0,246.0,189,20.0,839,28,Apr,2014,Quiller Publishing Ltd,Shrewsbury,United Kingdom,English,"369,541",106.83
2603,"Ferrari 250 GTO Owners' Workshop Manual : An insight into owning, racing and maintaining Ferrari's iconic sports racer",sport,4.2,1,0,1,Glen Smale,160.0,270.0,210,13.0,733,1,Jul,2014,Haynes Publishing Group,Somerset,United Kingdom,English,"325,934",103.42
2604,Win at All Costs : Inside Nike Running and Its Culture of Deception,sport,4.18,1,0,1,Matt Hart,432.0,231.0,155,43.0,635,6,Oct,2020,Dey Street Books,,,English,"324,741",108.03
2605,"Death in a Lonely Land : More Hunting, Fishing, and Shooting on Five Continents",sport,4.26,1,0,1,Peter Hathaway Capstick,284.0,241.0,165,27.94,590,15,Jan,1990,St Martin's Press,New York,United States,English,"81,685",133.51
2606,Never Surrender : The Life of Douglas Jardine,sport,,0,0,1,Mark Peel,288.0,240.0,160,30.48,566.99,16,Nov,2021,Pitch Publishing Ltd,Hove,United Kingdom,English,"21,106",95.19
2607,Greg LeMond : Yellow Jersey Racer,sport,4.5,1,0,1,Guy Andrews,304.0,300.0,250,30.0,"2,033",20,Oct,2016,Bloomsbury Publishing PLC,London,United Kingdom,English,"377,359",165.22
2608,"The History of the Olympic Games : Faster, Higher, Stronger",sport,4.25,1,0,1,International Olympic Committee,160.0,283.0,245,20.32,"1,202.02",27,May,2021,Welbeck Publishing Group,London,United Kingdom,English,"339,949",99.08
2609,Spitting in the Soup : Inside the Dirty Game of Doping in Sports,sport,4.1,1,0,1,Mark Johnson,320.0,228.0,152,38.0,771,21,Jul,2016,VeloPress,Boulder,United States,English,"336,564",104.58
2610,"Not For Me, Clive : Stories From the Voice of Football",sport,3.89,0,0,1,Clive Tyldesley,352.0,232.0,154,32.0,560,13,May,2021,Headline Publishing Group,London,United Kingdom,English,"370,630",80.56
2611,Britain By Bike : Foreword by Clare Balding,sport,3.39,0,0,1,Jane Eastoe,200.0,192.0,136,30.0,585,7,Jun,2010,Pavilion Books,London,United Kingdom,English,"346,229",75.42
2612,Nigel Calder's Cruising Handbook: A Compendium for Coastal and Offshore Sailors,sport,4.05,1,0,1,Nigel Calder,608.0,279.0,213,25.0,"1,683",16,Jun,2001,McGraw-Hill Education - Europe,New York,United States,English,"101,612",200.13
2613,A Greater Glory : From Pitch to Pulpit,sport,4.0,1,0,1,Gavin Peacock,264.0,220.98,147.32,20.32,460,7,May,2021,Christian Focus Publications Ltd,Tain,United Kingdom,English,"347,405",66.75
2614,Do They Play Cricket in Ireland? : A 25-Year Journey to a Test Match at Lord's,sport,3.67,0,0,1,David Townsend,352.0,222.0,144,33.02,476.27,15,Jul,2021,Pitch Publishing Ltd,Hove,United Kingdom,English,"42,410",83.88
2615,The Double Dangerous Book for Boys,sport,4.39,1,0,1,Conn Iggulden,320.0,249.0,188,25.0,816,9,Oct,2019,William Morrow & Company,,,English,"86,670",98.44
2616,Samurai Strategies : 42 Martial Secrets from Musashi's Book of Five Rings (The Samurai Way of Winning!),sport,3.86,0,0,1,Boye Lafayette De Mente,160.0,191.0,127,17.78,312,1,Jul,2008,Tuttle Publishing,Boston,United States,English,"347,230",79.32
2617,Wanderlust Europe : The Great European Hike,sport,4.67,1,0,1,Alex Roddie,328.0,290.0,225,33.02,"1,950.45",10,Nov,2020,Die Gestalten Verlag,Berlin,Germany,English,"348,861",175.44
2618,Training the Working Labrador : The Complete Guide to Management & Training,sport,4.25,1,0,1,Jeremy Hunt,216.0,246.0,189,15.0,899,26,Sep,2013,Quiller Publishing Ltd,Shrewsbury,United Kingdom,English,"344,051",105.15
2619,"Muhammad Ali Unfiltered : Rare, Iconic, and Officially Authorized Photos of the Greatest",sport,4.51,1,0,1,Muhammad Ali,256.0,232.0,187,23.0,855,3,Nov,2016,SIMON & SCHUSTER,United States,United States,English,"347,389",118.97
2620,Match of the Day: Top 10 of Everything : Our Ultimate Football Debates,sport,4.4,1,0,1,Gary Lineker,416.0,240.0,162,37.0,648,28,Oct,2021,Ebury Publishing,London,United Kingdom,English,"348,593",96.92
2621,NSCA's Guide to Program Design,sport,4.47,1,0,1,NSCA -National Strength & Conditioning Association,336.0,254.0,178,25.4,862,5,Dec,2011,Human Kinetics Publishers,Champaign,IL,English,"330,837",219.4
2622,"Be Good, Love Brian : Growing Up with Brian Clough",sport,4.56,1,0,1,Craig Bromfield,320.0,227.0,159,32.0,510,11,Nov,2021,HarperCollins Publishers,United Kingdom,United Kingdom,English,"374,399",78.49
2623,"Handbook of Child Sexual Abuse : Identification, Assessment, and Treatment",sport,4.5,1,0,1,Paris Goodyear-Brown,640.0,241.0,164,50.0,932,8,Nov,2011,John Wiley & Sons Inc,New York,United States,English,"370,956",305.86
2624,How to be Asked Again,sport,5.0,1,0,1,Rosie Nickerson,160.0,246.0,189,19.0,53,1,Jan,2010,Quiller Publishing Ltd,Shrewsbury,United Kingdom,English,"344,439",75.24
2625,Waterlog : A Swimmers Journey Through Britain,sport,4.32,1,0,1,Roger Deakin,368.0,221.0,147,36.0,544,25,May,2021,Tin House Books,United States,United States,English,"348,779",106.88
2626,Hunter Seat Equitation : Third Edition,sport,4.38,1,0,1,George H. Morris,224.0,241.0,163,23.0,658,1,Jun,1990,Bantam Doubleday Dell Publishing Group Inc,New York,United States,English,"328,994",152.32
2627,When Buddhists Attack : The Curious Relationship Between Zen and the Martial Arts,sport,3.84,0,0,1,Jeffrey K. Mann,224.0,191.0,127,25.4,369,10,Oct,2012,Tuttle Publishing,Boston,United States,English,"345,021",62.61
2628,Celebrating a Century of the Prix de l'Arc de Triomphe : The History of Europe's Greatest Horse Race,sport,,0,0,1,Malcolm Pannett,416.0,240.0,160,35.56,680.39,1,Dec,2020,Pitch Publishing Ltd,Hove,United Kingdom,English,"337,733",113.41
2629,Dumb Luck and the Kindness of Strangers,sport,4.42,1,0,1,John Gierach,240.0,213.0,140,23.0,340,11,Jun,2020,Simon & Schuster,New York,United States,English,"356,067",65.66
2630,Soviet and Russian Ekranoplans : New Expanded Edition,sport,5.0,1,0,1,Sergey Komissarov,392.0,280.0,216,27.94,"1,655.61",23,Mar,2020,Crecy Publishing,Cheshire,United Kingdom,English,"344,762",163.11
2631,The Munros,sport,,0,0,1,Rab Anderson,384.0,245.0,180,30.0,"1,420",10,Feb,2021,Scottish Mountaineering Club,Glasgow,United Kingdom,English,"353,454",157.44
2632,Cycling Science : How Rider and Machine Work Together,sport,3.92,0,0,1,Max Glaskin,192.0,257.0,234,18.0,953,15,Nov,2012,The University of Chicago Press,United States,United States,English,"347,035",128.13
2633,The Joy of Walking : Selected Writings,sport,3.8,0,0,1,Suzy Cripps,240.0,156.0,100,20.0,172,10,Nov,2020,Pan Macmillan,London,United Kingdom,English,"319,392",49.71
2634,Relentless : A Memoir,sport,4.24,1,0,1,Julian Edelman,288.0,236.0,160,24.0,479,26,Oct,2017,"Little, Brown & Company",London,United States,English,"345,707",
2635,A Last English Summer,sport,4.23,1,0,1,Duncan Hamilton,320.0,234.0,153,33.02,707.6,1,Aug,2010,Quercus Publishing,London,United Kingdom,English,"360,054",77.53
2636,It's All Going Terribly Wrong : The Accidental Showman,sport,4.11,1,0,1,Michael Parker,320.0,234.0,156,33.02,680.39,1,Apr,2013,Bene Factum Publishing Ltd,London,United Kingdom,English,"339,176",101.37
2637,Why Sailors Can't Swim and Other Marvellous Maritime Curiosities,sport,3.13,0,0,1,Nic Compton,96.0,195.0,145,15.24,241,5,Sep,2013,Bloomsbury Publishing PLC,London,United Kingdom,English,"61,826",52.36
2638,The Complete Day Skipper : Skippering with Confidence Right From the Start,sport,4.37,1,0,1,Tom Cunliffe,208.0,246.0,171,20.32,758,19,May,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"56,498",133.4
2639,The Liverpool FC Supporter's Book,sport,,0,0,1,John White,200.0,178.0,111,17.78,249.48,1,Apr,2018,Welbeck Publishing Group,London,United Kingdom,English,"327,342",84.72
2640,The Yellow Jersey : WINNER OF THE 2020 TELEGRAPH SPORTS BOOK AWARDS CYCLING BOOK OF THE YEAR,sport,4.03,1,0,1,Peter Cossins,336.0,240.0,170,30.0,871,29,Oct,2019,Vintage Publishing,London,United Kingdom,English,"343,996",117.36
2641,The Complete Day Skipper : Skippering with Confidence Right From the Start,sport,4.37,1,0,1,Tom Cunliffe,208.0,246.0,171,20.32,758,19,May,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"56,498",133.4
2642,"Fuel Your Body : How to Cook and Eat for Peak Performance:  77 Simple, Nutritious, Whole-Food Recipes for Every Athlete",sport,4.29,1,0,1,CSSD Angie Asche MS,231.0,228.0,177,25.4,816.47,27,May,2021,"Surrey Books,U.S.",Chicago,IL,English,"17,428",94.99
2643,King of Strong Style : 1980-2014,sport,3.58,0,0,1,Shinsuke Nakamura,344.0,229.0,152,30.0,671,6,Sep,2018,"Viz Media, Subs. of Shogakukan Inc",San Francisco,United States,English,"362,873",80.36
2644,Game On : The Unstoppable Rise of Women's Sport - Longlisted for the William Hill Sports Book of the Year,sport,4.33,1,0,1,Sue Anstiss,352.0,240.0,159,35.0,666,2,Sep,2021,Unbound,London,United Kingdom,English,"40,661",88.9
2645,The War : Hagler-Hearns and Three Rounds for the Ages,sport,4.82,1,0,1,Don Stradley,264.0,229.0,152,27.94,544.31,16,Sep,2021,Hamilcar Publications,Boston,United States,English,"374,476",100.56
2646,Fierce Genius : Cruyff's Year at Feyenoord,sport,3.8,0,0,1,Andy Bollen,288.0,240.0,160,33.02,521.63,15,May,2021,Pitch Publishing Ltd,Hove,United Kingdom,English,"387,485",94.25
2647,Fly Tying for Beginners : How to Tie 50 Failsafe Flies,sport,4.32,1,0,1,Peter Gathercole,256.0,205.74,167.64,25.4,680.39,1,Nov,2005,B.E.S. Publishing,Hauppauge,NY,English,"350,499",100.58
2648,The Titanic Expeditions : Diving to the Queen of the Deep: 1985-2010,sport,3.0,0,0,1,Eugene Nesmeyanov,300.0,224.0,245,22.86,"1,319.95",1,Jun,2018,The History Press Ltd,Stroud,United Kingdom,English,"368,858",131.34
2649,"Faster : How a Jewish Driver, an American Heiress, and a Legendary Car Beat Hitler's Best",sport,4.08,1,0,1,Neal Bascomb,368.0,231.0,150,38.0,567,17,Mar,2020,Mariner Books,United States,United States,English,"355,711",101.45
2650,Blowing the Bloody Doors Off : And Other Lessons in Life,sport,3.88,0,0,1,Michael Caine,288.0,231.0,155,30.0,476,23,Oct,2018,HACHETTE BOOKS,United States,United States,English,"69,702",53.63
2651,"Lights Out, Full Throttle : The Good the Bad and the Bernie of Formula One",sport,3.97,0,0,1,Damon Hill,336.0,243.0,162,36.0,544,1,Dec,2020,Pan Macmillan,London,United Kingdom,English,"307,527",80.29
2652,Affirmations for Turbulent Times : Resonant Words to Soothe Body and Mind,sport,5.0,1,0,1,Sarah Peyton,192.0,185.0,135,20.0,286,14,Dec,2021,WW Norton & Co,New York,United States,English,"63,581",72.7
2653,Beyond The Summit : The Story Of One Man's Need To Scale His Inner Self After Climbing Everest,sport,,0,0,1,Kieran Lally,260.0,,,,,30,Sep,2021,Ballpoint Press Limited,Co Wicklow,Ireland,,,
2654,The Complete Ironman,sport,4.33,1,0,1,Bob Babbitt,192.0,286.0,236,17.78,"1,224.7",6,Sep,2018,Welbeck Publishing Group,London,United Kingdom,English,"337,456",173.83
2655,Perspective,sport,3.74,0,0,1,Ellyse Perry,240.0,244.0,165,28.0,782,12,Dec,2019,HarperCollins Publishers (Australia) Pty Ltd,New South Wales,Australia,English,"58,479",91.3
2656,Amazing Boat Journeys,sport,4.2,1,0,1,Lonely Planet,304.0,245.0,192,26.0,"1,150",15,Oct,2019,Lonely Planet Global Limited,Dublin 8,Ireland,English,"297,293",105.6
2657,Small Ambassadeurs: The Legendary Light-Line Fishing Reels,sport,5.0,1,0,1,Espen Sjaastad,256.0,279.0,216,25.4,"1,542.21",28,Jun,2015,Schiffer Publishing Ltd,Atglen,United States,English,"379,438",178.53
2658,Spain : The Inside Story of La Roja's Historic Treble,sport,4.15,1,0,1,Graham Hunter,330.0,233.68,152.4,33.02,680.39,15,Nov,2013,BackPage Press Limited,Glasgow,United Kingdom,English,"352,832",97.53
2659,"The Illustrated History of Pistols, Revolvers and Submachine Guns : A Fascinating Guide to Small Arms Development Covering the Early History Through to the Modern Age",sport,4.16,1,0,1,Will Fowler,96.0,229.0,176,13.0,449,7,Nov,2013,Anness Publishing,London,United Kingdom,English,"341,982",59.88
2660,Anatomy of Greatness,sport,4.14,1,0,1,Brandel Chamblee,144.0,238.76,195.58,20.32,589.67,29,Mar,2016,SIMON & SCHUSTER,,,English,"322,959",114.15
2661,Encyclopedia Of Japanese Martial Arts,sport,4.5,1,0,1,David A. Hall,720.0,232.0,160,38.1,"1,305",25,Mar,2013,"Kodansha America, Inc",London,United States,English,"356,942",181.53
2662,MotoGP : The Illustrated History,sport,5.0,1,0,1,Michael Scott,264.0,280.0,230,25.4,"1,406.14",13,Oct,2020,Welbeck Publishing Group,London,United Kingdom,English,"357,525",116.39
2663,The Feather Bender's Flytying Techniques,sport,4.5,1,0,1,Barry Ord Clarke,256.0,276.0,216,22.0,"1,310",13,Aug,2019,Merlin Unwin Books,Shropshire,United Kingdom,English,"348,625",128.7
2664,Steve Perryman,sport,4.0,1,0,1,Steve Perryman,304.0,265.0,210,25.4,"1,451.5",2,Apr,2020,Vision Sports Publishing Ltd,London,United Kingdom,English,"324,095",124.2
2665,Boatowner's Illustrated Electrical Handbook,sport,3.93,0,0,1,Charlie Wing,288.0,285.0,224,20.0,957,16,Apr,2006,McGraw-Hill Education - Europe,London,United States,English,"114,034",146.4
2666,Surfing. 1778-Today,sport,4.93,1,0,1,Jim Heimann,592.0,395.0,290,76.2,"7,121",15,Nov,2020,Taschen GmbH,Cologne,Germany,English,"348,667",724.48
2667,What is a Googly? : The Mysteries of Cricket Explained,sport,4.2,1,0,1,Rob Eastaway,144.0,198.0,129,10.0,257,6,Jun,2019,HarperCollins Publishers,United Kingdom,United Kingdom,English,"366,936",50.56
2668,Bond Cars : The Definitive History,sport,4.47,1,0,1,Jason Barlow,336.0,288.0,225,37.0,"1,903",30,Mar,2021,Ebury Publishing,London,United Kingdom,English,"361,674",219.67
2669,The Wisden Book of Test Cricket 2014-2019,sport,4.67,1,0,1,Mr Steven Lynch,336.0,234.0,153,33.02,642,14,Jul,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"362,901",145.6
2670,"Season of Life : A Football Star, a Boy, a Journey to Manhood",sport,4.16,1,0,1,Jeffrey Marx,192.0,214.0,140,18.0,293,1,Sep,2004,Simon & Schuster,Needham Heights,MA,English,"363,954",87.33
2671,"NFL Legends : The Incredible stories of the NFL's greatest players, coaches and games",sport,,0,0,1,Sona Books,128.0,270.0,210,12.7,703.07,1,Feb,2021,Danann Media Publishing Limited,United Kingdom,United Kingdom,English,"362,124",106.4
2672,The Best : How Elite Athletes Are Made,sport,4.1,1,0,1,A. Mark Williams,368.0,218.0,142,32.0,460,1,Dec,2020,John Murray Press,London,United Kingdom,English,"361,293",78.49
2673,"Hell on Two Wheels : An Astonishing Story of Suffering, Triumph, and the Most Extreme Endurance Race in the World",sport,3.86,0,0,1,Amy Snyder,272.0,228.0,6,152.0,544,1,Jun,2011,TRIUMPH BOOKS,Chicago,United States,English,"352,353",84.24
2674,Standard Catalog of Smith & Wesson,sport,4.49,1,0,1,Jim Supica,528.0,276.0,209,33.02,"1,587.57",1,Dec,2016,F&W Publications Inc,Iowa,United States,English,"321,825",173.39
2675,Wimbledon 2021 : The official story of The Championships,sport,,0,0,1,Paul Newman,208.0,274.0,210,22.86,"1,274.59",1,Jan,2022,Vision Sports Publishing Ltd,London,United Kingdom,English,"344,491",120.54
2676,A Question of Sport Quiz Book : Brand new questions from the world's longest running sports quiz,sport,,0,0,1,Gareth Edwards,464.0,207.0,134,42.0,488,1,Jan,2021,Ebury Publishing,London,United Kingdom,English,"366,555",77.79
2677,Rallye Monte-Carlo,sport,5.0,1,0,1,John Davenport,400.0,29.0,29,44.0,"3,900",9,Dec,2021,McKlein Media GmbH & Co. KG,Germany,Germany,English,"29,066",438.98
2678,The Keepers,sport,3.92,0,0,1,Malcolm Knox,400.0,242.0,164,37.0,710,1,Feb,2016,Penguin Random House Australia,Hawthorn,Australia,English,"394,784",175.43
2679,"Strip-Set : Fly-Fishing Techniques, Tactics, & Patterns for Streamers",sport,4.59,1,0,1,George Daniel,256.0,284.0,221,17.78,"1,134",1,Oct,2015,Stackpole Books,Mechanicsburg,PA,English,"61,537",162.59
2680,Canvaswork and Sail Repair,sport,4.13,1,0,1,Don Casey,144.0,241.0,198,15.0,471,22,Jun,1996,McGraw-Hill Education - Europe,New York,United States,English,"101,717",79.81
2681,Successful Dressage Competitor,sport,4.5,1,0,1,Debby Lush,200.0,246.0,189,15.24,28.12,1,Dec,2009,The Crowood Press Ltd,London,United Kingdom,English,"344,621",91.95
2682,The Cat with the Giant Story,sport,4.03,1,0,1,Steve Johnson,320.0,153.0,234,38.0,604,30,Oct,2017,Random House Australia,North Sydney,Australia,English,"360,445",159.29
2683,Lofted : Remarkable & Far-flung Adventures for the Modern Golfer,sport,4.0,1,0,1,William Watt,264.0,283.0,216,30.48,"1,450",18,Aug,2020,Hardie Grant Books,South Yarra,Australia,English,"361,273",113.46
2684,Cavalletti : For Dressage and Jumping 4th Edition,sport,,0,0,1,Ingrid Klimke,176.0,245.0,170,19.0,608,24,Sep,2018,The Crowood Press Ltd,London,United Kingdom,English,"39,142",97.62
2685,Vans: Off the Wall (50th Anniversary Edition),sport,4.62,1,0,1,Doug Palladini,240.0,254.0,236,26.0,"1,180",22,Mar,2016,Abrams,New York,United States,English,"365,101",116.27
2686,Bathurst: Celebrating 75 Years of Racing at Mount Panorama,sport,4.0,1,0,1,Dirk Klynsmith,372.0,274.0,214,32.0,"1,580",24,Jul,2013,Penguin Random House Australia,Hawthorn,Australia,,"355,882",226.77
2687,Programmes! Programmes! : Football and Life from Wartime to Lockdown,sport,,0,0,1,Cliff Hague,384.0,222.0,144,35.56,544.31,15,Nov,2021,Pitch Publishing Ltd,Hove,United Kingdom,English,"44,172",85.28
2688,Long-Term Athlete Development,sport,4.38,1,0,1,Istvan Balyi,296.0,279.0,216,25.4,"1,043",4,Sep,2013,Human Kinetics Publishers,Champaign,IL,English,"69,127",231.54
2689,The Art of Fear : Why Conquering Fear Won't Work and What to Do Instead,sport,3.51,0,0,1,Kristen Ulmer,320.0,229.0,152,27.0,464,10,Aug,2017,HarperCollins Publishers Inc,New York,United States,English,"387,800",83.74
2690,"Endure : How to Work Hard, Outlast, and Keep Hammering",sport,4.67,1,0,1,Cameron Hanes,336.0,229.0,178,25.0,454,17,May,2022,St. Martin's Press,,,English,"64,977",90.58
2691,Japanese Steel : Classic Bicycle Design from Japan,sport,3.25,0,0,1,William Bevington,240.0,298.0,238,27.94,"1,778.08",16,Oct,2018,Rizzoli International Publications,New York,United States,English,"359,721",184.81
2692,The Rise : Kobe Bryant and the Pursuit of Immortality,sport,4.33,1,0,1,Mike Sielski,384.0,236.0,163,36.0,590,11,Jan,2022,St. Martin's Press,,,English,"10,616",110.02
2693,Alex Ferguson My Autobiography,sport,3.92,0,0,1,Alex Ferguson,416.0,241.0,165,37.0,756,24,Oct,2013,Hodder & Stoughton General Division,London,United Kingdom,English,"1,832",
2694,Bringing Home the Ashes : Winning With England,sport,3.9,0,0,1,Joe Root,336.0,240.0,163,34.0,648,25,Oct,2016,HODDER & STOUGHTON,London,United Kingdom,English,"371,473",114.94
2695,BFG,sport,3.81,0,0,1,Per Mertesacker,300.0,234.0,153,22.0,580,19,Sep,2019,deCoubertin Books,London,United Kingdom,English,"312,973",95.76
2696,Kobe: Life Lessons from a Legend,sport,4.06,1,0,1,Nelson Peña,144.0,197.0,158,15.0,366,13,Jul,2021,St Martin's Press,New York,United States,English,"374,932",67.84
2697,Principles of Farriery,sport,5.0,1,0,1,Christopher Colles,400.0,266.0,203,34.0,"1,484",5,Nov,2010,The Crowood Press Ltd,London,United Kingdom,English,"418,849",249.74
2698,Kings of the Mountain,sport,5.0,1,0,1,Gordon Lomas,248.0,228.6,152.4,22.0,"1,124",1,Jan,2018,Random House Australia,North Sydney,Australia,English,"359,593",216.17
2699,"Growth, Maturation, and Physical Activity",sport,3.5,0,0,1,Robert M. Malina,728.0,286.51,227.08,50.55,"2,291",1,Jan,2004,Human Kinetics Publishers,Champaign,IL,English,"369,329",447.86
2700,"Liverpool FC On This Day : History, Facts & Figures from Every Day of the Year",sport,4.18,1,0,1,David Clayton,192.0,192.0,121,20.0,275,1,Nov,2011,Pitch Publishing Ltd,Hove,United Kingdom,English,"362,717",56.59
2701,Zen Golf : Mastering the Mental Game,sport,4.19,1,0,1,Joseph Parent,224.0,197.0,134,20.0,323,14,May,2002,Bantam Doubleday Dell Publishing Group Inc,New York,United States,English,"368,601",79.37
2702,"Tottenham, from the Lane : The Story of Spurs in N17",sport,3.0,0,0,1,Kat Lucas,224.0,222.0,144,23.0,358,1,Feb,2022,Pitch Publishing Ltd,Hove,United Kingdom,English,"43,129",80.46
2703,Best Seat in the House : Your Backstage Pass Through My Wwe Journey,sport,3.82,0,0,1,Justin Roberts,250.0,231.14,152.4,33.02,725.75,18,May,2017,Meyer & Meyer Sport (UK) Ltd,Garsington,United Kingdom,English,"391,675",103.03
2704,Ben Thornley: Tackled : The Class of '92 Star Who Never Got to Graduate,sport,3.82,0,0,1,Ben Thornley,288.0,240.0,160,25.4,544.31,1,Jan,2019,Pitch Publishing Ltd,Hove,United Kingdom,English,"350,073",91.43
2705,Sunday in Hell : Behind the Lens of the Greatest Cycling Film of All Time,sport,4.08,1,0,1,William Fotheringham,272.0,222.0,144,27.0,427,1,Mar,2019,Vintage Publishing,London,United Kingdom,English,"365,281",81.88
2706,Grand Trail : A Magnificent Journey to the Heart of Ultrarunning and Racing,sport,4.77,1,0,1,Frederic Berg,320.0,304.8,243.84,25.4,"1,859.73",15,Nov,2016,VELOPRESS,Boulder,United States,English,"349,190",190.54
2707,School of Fencing,sport,4.4,1,0,1,Domenico Angelo,192.0,250.0,195,27.0,684,1,May,2017,Pen & Sword Books Ltd,Barnsley,United Kingdom,English,"325,005",94.74
2708,Punk in the Gym,sport,3.85,0,0,1,Andy Pollitt,320.0,234.0,156,25.0,600,4,Apr,2016,Vertebrate Publishing Ltd,United Kingdom,United Kingdom,English,"373,378",107.74
2709,"Le Mans : The Official History of the World's Greatest Motor Race, 1960-69",sport,4.5,1,0,1,Quentin Spurring,352.0,280.0,230,25.0,"1,746",15,Sep,2014,Evro Publishing,Sherborne,United Kingdom,English,"362,369",240.56
2710,"Cross Country : A 3,700-Mile Run to Explore Unseen America",sport,4.04,1,0,1,Rickey Gates,256.0,241.0,195,29.0,"1,000",14,Apr,2020,Chronicle Books,San Francisco,United States,English,"360,878",101.7
2711,Falconry : The Essential Guide,sport,4.08,1,0,1,Steve Wright,192.0,246.0,189,20.0,725,30,Oct,2006,The Crowood Press Ltd,Ramsbury,United Kingdom,English,"369,269",99.92
2712,FIFA World Football Records 2012,sport,4.39,1,0,1,Keir Radnedge,256.0,291.0,223,22.0,"1,235",1,Sep,2011,Welbeck Publishing Group,United Kingdom,United Kingdom,English,"361,138",163.95
2713,The Book of Gun Trivia : Essential Firepower Facts,sport,3.52,0,0,1,Gordon L. Rottman,208.0,140.0,140,26.67,395,22,Oct,2013,Bloomsbury Publishing PLC,New York,United Kingdom,English,"378,504",69.54
2714,Knot Know-How : How to Tie the Right Knot for Every Job,sport,4.08,1,0,1,Steve Judkins,128.0,178.0,120,12.7,234,31,Jul,2006,Fernhurst Books Limited,Arundel,United Kingdom,English,"406,463",51.54
2715,Everybody Has a Plan Until They Get Punched in the Face : 12 Things Boxing Teaches You About Life,sport,3.89,0,0,1,Tony Bellew,320.0,238.0,160,36.0,540,13,May,2021,Orion Publishing Co,London,United Kingdom,English,"376,744",80.14
2716,Life in a Jungle,sport,4.08,1,0,1,Bruce Grobbelaar,296.0,234.0,153,25.4,521.63,1,Mar,2019,deCoubertin Books,London,United Kingdom,English,"400,889",94.55
