,book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
1345,Bone Marrow Nei Kung : Taoist Techniques for Rejuvenating the Blood and Bone,sport,4.06,1,1,0,Mantak Chia,272,229,152,10,503,25,Oct,2006,Inner Traditions Bear and Company,Rochester,United States,English,"50,789",82.64
1346,"The Men's Health Big Book of Exercises : Four Weeks to a Leaner, Stronger, More Muscular You!",sport,4.18,1,1,0,Adam Campbell,560,217,205,27,"1,338",25,Oct,2016,Rodale Press Inc.,Emmaus,United States,English,"140,620",119.36
1347,Complete Running Diary : 52 Week Training Log,sport,3,0,1,0,Fastforward Publishing,246,254,178,13,431,30,Jan,2015,Createspace Independent Publishing Platform,,,English,"17,944",59.10
1348,Where the Wild Winds Are : Walking Europe's Winds from the Pennines to Provence,sport,3.87,0,1,0,Nick Hunt,272,196,128,22,200,25,Sep,2018,John Murray Press,United Kingdom,United Kingdom,English,"141,467",46.83
1349,Gold Medal Nutrition,sport,4.07,1,1,0,Glenn Cardwell,256,294.64,208.28,17.78,748,30,May,2012,Human Kinetics Publishers,Champaign,IL,English,"137,343",155.39
1350,Mountain of the Dead : The Dyatlov Pass Incident,sport,3.62,0,1,0,Keith McCloskey,224,198,125,17.78,249.48,01,Oct,2013,The History Press Ltd,Stroud,United Kingdom,English,"140,486",50.96
1351,Stick Fighting: Techniques Of Self-defense,sport,4.25,1,1,0,Masaaki Hatsumi,148,210,148,12.7,314,25,Mar,2013,"Kodansha America, Inc",New York,United States,English,"141,507",69.84
1352,Developing Speed,sport,3.68,0,1,0,Ian Jeffreys,224,254,178,13.97,476,28,Jun,2013,Human Kinetics Publishers,Champaign,IL,English,"144,493",85.91
1353,The Essence of Okinawan Karate-Do,sport,4.24,1,1,0,Shoshin Nagamine,280,229,152,15.24,454,15,Sep,1998,Tuttle Publishing,Boston,United States,English,"69,441",97.45
1354,RYA Sail Trim Handbook - for Cruisers,sport,4.5,1,1,0,Rob Gibson,88,245,170,7,276,01,Sep,2010,Royal Yachting Association,Hamble,United Kingdom,English,"20,911",74.96
1355,Making it Happen : The Autobiography,sport,4.3,1,1,0,Carl Hester,304,199,159,25,262,06,Sep,2016,Orion Publishing Co,London,United Kingdom,English,"140,490",55.75
1356,Myths of Sport Coaching,sport,,0,1,0,Amy Whitehead,264,226,151,16,424,17,Dec,2021,Sequoia Books,United Kingdom,United Kingdom,English,"1,827",86.60
1357,"World Soccer Logos : World football team badges of the best clubs in the world, this coloring book is different as in the colored badges are on the cover so you can copy badge. It also has information on each club. There are 80 teams to enjoy. Great for ki",sport,3.67,0,1,0,S J Carney,82,280,216,4,213,06,Feb,2016,Createspace Independent Publishing Platform,,,English,"9,829",43.60
1358,Coming Back To Me : The Autobiography of Marcus Trescothick,sport,4.06,1,1,0,Marcus Trescothick,368,198,129,23,280,15,Jul,2009,HarperCollins Publishers,London,United Kingdom,English,"142,574",59.26
1359,The Nationwide Annual : Soccer's Pocket Encyclopedia,sport,3.5,0,1,0,Stuart Barnes,544,150,102,37,226,08,Aug,2021,SportsBooks Ltd,Cheltenham,United Kingdom,English,"143,363",53.69
1360,The Frayed Atlantic Edge : A Historian's Journey from Shetland to the Channel,sport,3.97,0,1,0,David Gange,400,198,129,26,310,23,Jul,2020,HarperCollins Publishers,London,United Kingdom,English,"142,560",56.65
1361,Archery : The Art of Repetition,sport,3.94,0,1,0,Simon S Needham,160,246,189,12,450,30,Oct,2006,The Crowood Press Ltd,Ramsbury,United Kingdom,English,"138,441",83.85
1362,The Game : A collection of the best AFL stories,sport,4.04,1,1,0,Dennis Cometti,384,234,153,33.02,504,01,Feb,2013,Allen & Unwin,Sydney,Australia,English,"142,027",138.16
1363,"Last Stand : George Bird Grinnell, the Battle to Save the Buffalo, and the Birth of the New West",sport,4.18,1,1,0,Michael Punke,304,198,129,19,200,18,Jan,2017,HarperCollins Publishers,London,United Kingdom,English,"138,564",41.29
1364,Horse Racing's Strangest Tales,sport,3.62,0,1,0,Andrew Ward,256,198,129,16,240,01,May,2017,HarperCollins Publishers,United Kingdom,United Kingdom,English,"36,822",51.01
1365,Ultralight Backpackin' Tips : 153 Amazing & Inexpensive Tips For Extremely Lightweight Camping,sport,4.2,1,1,0,Mike Clelland,144,229,152,15.24,18,03,Jul,2011,ROWMAN & LITTLEFIELD,Guilford,CT,English,"141,947",59.33
1366,Building Classic Small Craft,sport,4.16,1,1,0,John Gardner,560,297,201,23,"1,098",16,Sep,2003,International Marine Publishing Co,Rockport,ME,English,"143,470",114.93
1367,The West Highland Way : Milngavie to Fort William Scottish Long Distance Route,sport,4.25,1,1,0,Terry Marsh,144,172,116,9,250,05,Aug,2020,Cicerone Press,Kendal,United Kingdom,English,"38,029",71.23
1368,Coach : Lessons on the Game of Life,sport,3.86,0,1,0,Michael Lewis,96,175,122,10,95,06,Sep,2011,WW Norton & Co,New York,United States,English,"71,687",51.11
1369,"The Runner's Kitchen : 100 Stamina-Building, Energy-Boosting Recipes, with Meal Plans to Maximize Your",sport,4.4,1,1,0,Emma Coburn,160,233,195,12,553,22,Dec,2020,DK,United States,United States,English,"147,298",64.92
1370,Football in Sun and Shadow,sport,4.19,1,1,0,Eduardo Galeano,272,198,129,15,202,03,May,2018,Penguin Books Ltd,London,United Kingdom,English,"141,875",54.11
1371,Men's Health Best: Weight-Free Workout,sport,3.53,0,1,0,Men's Health Magazine,96,215,140,6,142,17,Sep,2005,Rodale Press,Emmaus,PA,English,"142,161",52.87
1372,Andy Pruitt's Complete Medical Guide for Cyclists,sport,4.1,1,1,0,Andy Pruitt,224,230,152,12.45,358.34,12,Mar,2006,VELOPRESS,Boulder,United States,English,"143,382",79.16
1373,Find a Way : One Untamed and Courageous Life,sport,4.15,1,1,0,Diana Nyad,416,197,130,28,302,04,May,2017,Pan Macmillan,London,United Kingdom,English,"148,866",49.00
1374,Brazilian Jiu-Jitsu : The Ultimate Guide to Dominating Brazilian Jiu-Jitsu and Mixed Martial Arts Combat,sport,4.31,1,1,0,Alexandre Paiva,192,254,191,15.24,737,10,Nov,2012,Tuttle Publishing,Boston,United States,English,"142,880",102.84
1375,Riis : Stages of Light and Dark,sport,3.61,0,1,0,Bjarne Riis,320,215,135,23.11,347,14,May,2012,Vision Sports Publishing Ltd,London,United Kingdom,English,"143,214",63.14
1376,Snow Search Japan,sport,5,1,1,0,Stubbs,256,209.3,180.85,14.99,476.27,15,Nov,2009,WSG Media Ltd,United Kingdom,United Kingdom,English,"140,130",135.94
1377,The Wave : In Pursuit of the Oceans' Greatest Furies,sport,4.01,1,1,0,Susan Casey,368,198,129,24,279,07,Jul,2011,Vintage Publishing,London,United Kingdom,English,"139,296",62.04
1378,Don't Stop Me Now : 26.2 Tales of a Runner's Obsession,sport,4.06,1,1,0,Vassos Alexander,224,198,129,17.78,174,16,May,2017,Bloomsbury Publishing Plc,London,United Kingdom,English,"141,292",50.00
1379,Relaxed & Forward : Relationship Advice From Your Horse,sport,4.5,1,1,0,Anna M Blake,308,203,133,17,322,03,Jan,2016,Prairie Moon Press,,,English,"144,453",52.88
1380,"Walk the Lines : The London Underground, Overground",sport,3.94,0,1,0,Mark Mason,400,198,129,24,277,06,Jun,2013,Cornerstone,London,United Kingdom,English,"41,341",55.67
1381,The Ronde : Inside the World's Toughest Bike Race,sport,3.98,0,1,0,Edward Pickering,304,234,153,22,421,08,Mar,2018,Simon & Schuster Ltd,London,United Kingdom,English,"72,153",127.92
1382,The Guv'nor : The Autobiography of Lenny McLean,sport,4.15,1,1,0,Lenny McLean,288,198,126,22.86,258.55,01,Sep,2017,John Blake Publishing Ltd,London,United Kingdom,English,"144,711",67.51
1383,Balancing Act : The Gymnastics Series #1,sport,4.01,1,1,0,April Adams,138,229,152,8,195,25,Dec,2012,Lechner Syndications,,,English,"134,237",55.45
1384,Collection or Contortion? : Exposing the Misconceptions and Exploring the Truths of Horse Positioning and Bend,sport,4,1,1,0,Dr Gerd Heuschmann,112,203,160,10,249,14,Feb,2017,Trafalgar Square,VT,United States,English,"136,627",68.68
1385,The Roads to Sata : A 2000-mile walk through Japan,sport,4.09,1,1,0,Alan Booth,336,198,129,19,247,27,Apr,2021,Penguin Books Ltd,London,United Kingdom,English,"151,094",77.01
1386,In Search of Robert Millar : Unravelling the Mystery Surrounding Britain's Most Successful Tour De France Cyclist,sport,4.07,1,1,0,Richard Moore,384,198,129,28,330,01,Jul,2008,HarperCollins Publishers,London,United Kingdom,English,"143,141",73.86
1387,The Book of Five Rings : A Graphic Novel,sport,3.8,0,1,0,Sean Michael Wilson,160,229,153,8,238,13,Nov,2012,Shambhala Publications Inc,Boston,United States,English,"144,044",68.33
1388,"Return of the King : Lebron James, the Cleveland Cavaliers and the Greatest Comeback in NBA History",sport,4.07,1,1,0,Brian Windhorst,296,201,132,20,249,03,Apr,2018,Grand Central Publishing,United States,United States,English,"144,743",70.91
1389,How to Play Your Best Golf,sport,4.09,1,1,0,Armour,160,216,140,9,212,01,May,1995,Simon & Schuster,New York,United States,English,"135,665",50.12
1390,Muay Thai Basics : Introductory Thai Boxing Techniques,sport,3.67,0,1,0,Christoph Delp,224,266,198,11,638,21,Dec,2005,"North Atlantic Books,U.S.",Berkeley,CA,English,"146,892",93.91
1391,Teambuilding : The Road to Success,sport,3.93,0,1,0,Rinus Michels,298,230,155,15.24,501,03,Jan,2013,Reedswain Incorporated,Spring City,United States,English,"37,990",92.52
1392,Spain: Costa Blanca,sport,4.75,1,1,0,Chris Craggs,480,193,148,28,869,21,Feb,2013,Rockfax Ltd,Sheffield,United Kingdom,English,"146,524",138.55
1393,"Kilimanjaro : The Trekking Guide to Africa's Highest Mountain, also includes Mount Meru & guides to Arusha, Moshi, Marangu, Nairobi & Dar es Salaam",sport,4.23,1,1,0,Henry Stedman,384,180,120,20,365,07,Oct,2018,Trailblazer Publications,Hindhead,Surrey,English,"149,909",73.31
1394,The Book of Five Rings,sport,4.01,1,1,0,Miyamoto Musashi,64,224,147,5,91,30,Apr,2009,www.bnpublishing.com,Balitmore,Balitmore,English,"145,234",34.32
1395,Robert Pepper's 4WD Handbook : The Complete Guide to How 4wds Work and How to Drive Them,sport,,0,1,0,Robert Pepper,488,220,190,36,"1,156",20,Jun,2014,Woodslane Pty Ltd,Mona Vale,Australia,English,"144,213",117.89
1396,Running Free : A Runner's Journey Back to Nature,sport,3.76,0,1,0,Richard Askwith,304,198,129,19,213,15,Sep,2015,Vintage Publishing,London,United Kingdom,English,"145,931",54.34
1397,Survival Hacks : Over 200 Ways to Use Everyday Items for Wilderness Survival,sport,3.98,0,1,0,Creek Stewart,256,214,140,20,299,25,Apr,2017,Adams Media Corporation,United States,United States,English,"165,229",75.65
1398,Moon Patagonia (Fifth Edition) : Including the Falkland Islands,sport,3.79,0,1,0,Wayne Bernhardson,620,190,140,24,540,21,Dec,2017,Avalon Travel Publishing,London,United States,English,"145,433",77.99
1399,How Steeple Sinderby Wanderers Won the F.A. Cup,sport,3.84,0,1,0,J.L. Carr,144,198,129,8,112,16,Jan,2017,Penguin Books Ltd,London,United Kingdom,English,"151,952",45.98
1400,Bad Karma : The True Story of a Mexico Trip from Hell,sport,4.03,1,1,0,Paul Wilson,264,203,133,15,304,09,Oct,2019,Paul Wilson,,,English,"149,877",57.44
1401,The Jordan Rules : The Inside Story of One Turbulent Season with Michael Jordan and the Chicago Bulls,sport,4.25,1,1,0,Sam Smith,368,206,135,25,299,03,Nov,2020,Gallery Books,,,English,"33,121",67.99
1402,The Dinghy Cruising Companion : Tales and Advice from Sailing a Small Open Boat,sport,4.64,1,1,0,Roger Barnes,256,234,156,15.24,548,08,May,2014,Bloomsbury Publishing PLC,London,United Kingdom,English,"141,262",96.23
1403,Wing Chun Kung Fu : The Wooden Dummy,sport,4.46,1,1,0,Shaun Rawcliffe,160,235,165,12,375,01,Nov,2008,The Crowood Press Ltd,Ramsbury,United Kingdom,English,"146,546",76.64
1404,Bendtner: Both Sides : The Bestselling Autobiography,sport,3.79,0,1,0,Nicklas Bendtner,360,234,152,28,460,08,Oct,2020,Octopus Publishing Group,London,United Kingdom,English,"146,476",59.84
1405,Arnold's Bodybuilding for Men,sport,4.29,1,1,0,Arnold Schwarzenegger,240,273,214,13.46,650,01,Jan,1986,Prentice Hall (a Pearson Education company),Hemel Hempstead,United Kingdom,English,"145,293",89.90
1406,"Maximum Muscle, Minimum Fat : The Secret Science Behind Physical Transformation",sport,3.9,0,1,0,Ori Hofmekler,176,228,153,13,272,29,Apr,2008,"North Atlantic Books,U.S.",Berkeley,CA,English,"155,135",65.63
1407,The Burren & Aran Islands : A Walking Guide,sport,4,1,1,0,Tony Kirby,174,198,128,10,229,15,Oct,2014,The Collins Press,Cork,Ireland,English,"144,858",67.33
1408,The Age of the Horse : An Equine Journey through Human History,sport,3.64,0,1,0,Susanna Forrest,432,198,129,31,421,05,Oct,2017,Atlantic Books,London,United Kingdom,English,"150,440",56.45
1409,Hard Men of Rugby,sport,4.33,1,1,0,Luke Upton,216,215,140,17.78,458.13,28,Dec,2020,Y Lolfa,Ceredigion,United Kingdom,English,"143,196",68.42
1410,Lonely Planet Australia,sport,4.03,1,1,0,Lonely Planet,1104,197,128,43,872,19,Nov,2019,Lonely Planet Global Limited,Dublin 8,Ireland,English,"147,272",123.53
1411,Plan & Go Kungsleden : All you need to know to complete Sweden's Royal Trail,sport,4.3,1,1,0,Danielle Fenton,190,229,152,10,263,02,May,2017,Sandiburg Press,,,English,"27,681",56.92
1412,Instant Weather Forecasting : You Can Predict the Weather,sport,3.98,0,1,0,Alan Watts,64,136,217,5.08,143,13,Sep,2016,Bloomsbury Publishing PLC,London,United Kingdom,English,"49,145",49.36
1413,Betting on Horse Racing For Dummies,sport,3.74,0,1,0,Richard Eng,384,234,188,21,520,01,Apr,2005,John Wiley & Sons Inc,Foster City,United States,English,"159,891",62.73
1414,The Frying Pan of Spain : Sevilla v Real Betis - Spain's Hottest Football Rivalry,sport,4.03,1,1,0,Colin Millar,320,216,138,27.94,408.23,01,Nov,2019,Pitch Publishing Ltd,Hove,United Kingdom,English,"42,620",67.87
1415,"Tales From Out There : The Barkley Marathons, The World's Toughest Trail Race",sport,3.79,0,1,0,Frozen Ed Furtaw,224,229,152,12,304,02,Feb,2010,Createspace Independent Publishing Platform,North Charleston SC,United States,English,"140,827",82.66
1416,"Delavier's Sculpting Anatomy for Women : Shaping your core, butt, and legs",sport,4.53,1,1,0,Frederic Delavier,144,254,178,12.7,567,15,Oct,2012,Human Kinetics Publishers,Champaign,IL,English,"146,337",82.99
1417,Kinesiology Taping: The Essential Step-by-Step Guide,sport,4.1,1,1,0,John Langendoen,256,267,197,13.72,712.14,06,Feb,2014,Robert Rose Inc,Canada,Canada,English,"146,848",102.02
1418,When Violence Is the Answer : Learning How to Do What It Takes When Your Life Is at Stake,sport,4.27,1,1,0,Tim Larkin,304,206,137,25,295,09,Oct,2018,Back Bay Books,United States,United States,English,"81,246",72.35
1419,"Fastnet, Force 10 : The Deadliest Storm in the History of Modern Sailing",sport,4.19,1,1,0,John Rousmaniere,304,229,152,20,393,17,Apr,2000,WW Norton & Co,New York,United States,English,"145,882",75.74
1420,Skateboarding: Book of Tricks : Book of Tricks,sport,4.62,1,1,0,Steve Badillo,192,215,139,11,254,01,Oct,2003,"Tracks Publishing,U.S.",Chula Vista,CA,English,"150,052",61.58
1421,The Horse Lover's Joke Book : Over 400 Gems of Horse-related Humour,sport,4,1,1,0,Suzan St. Maur,96,210,135,6.35,158.76,06,Feb,2006,Quiller Publishing Ltd,Haslemere,United Kingdom,English,"149,107",38.01
1422,Proud : My Autobiography,sport,4,1,1,0,Gareth Thomas,336,198,126,21,229,01,Dec,2015,Ebury Publishing,London,United Kingdom,English,"149,176",57.84
1423,My Way,sport,3.89,0,1,0,Moana Hope,178,232,154,20,275,24,Mar,2017,Melbourne University Press,Carlton,Australia,English,"152,978",104.76
1424,"Victorinox Swiss Army Knife Camping & Outdoor Survival Guide : 101 Tips, Tricks and Uses",sport,4.11,1,1,0,Bryan Lynch,224,178,147,17.78,362.87,09,Apr,2019,Fox Chapel Publishing,East Petersberg,United States,English,"51,921",60.94
1425,"Complete Calisthenics, Second Edition : The Ultimate Guide to Bodyweight Exercise",sport,4.1,1,1,0,Ashley Kalym,336,275,213,15,902,17,Dec,2019,"North Atlantic Books,U.S.",Berkeley,CA,English,"125,148",105.58
1426,"Brain Training for Riders : Unlock Your Riding Potential with Stressless Techniques for Conquering Fear, Improving Performance, and Finding Focused Calm",sport,4.6,1,1,0,Andrea Monsarrat Waldo,224,229,152,15,340,15,Nov,2016,TRAFALGAR SQUARE,North Pomfret,United States,English,"52,106",90.40
1427,Complete Guide to TRX Suspension Training,sport,4,1,1,0,Jay Dawes,224,279,216,14.22,748,02,May,2017,Human Kinetics Publishers,Champaign,IL,English,"125,610",100.94
1428,Novak Djokovic,sport,3.63,0,1,0,Chris Bowers,368,198,129,25.4,272.16,01,Oct,2017,John Blake Publishing Ltd,London,United Kingdom,English,"8,613",45.10
1429,The Unfair Advantage,sport,4.47,1,1,0,Mark Donohue,350,250,200,10,612,31,Mar,2005,"Bentley (Robert) Inc.,US",Cambridge,United States,English,"154,753",132.75
1430,Crack Climbing : The Definitive Guide,sport,4.78,1,1,0,Pete Whittaker,304,213,175,18,680,01,Jan,2020,Mountaineers Books,Seattle,United States,English,"47,022",104.50
1431,Greece on my Wheels,sport,3.48,0,1,0,Edward Enfield,320,196,130,21,240,01,May,2012,Octopus Publishing Group,United Kingdom,United Kingdom,English,"149,024",50.76
1432,"The Journey : My story, from backyard cricket to Australian Captain",sport,,0,1,0,Steve Smith,336,,,,,25,Oct,2017,Allen & Unwin,Sydney,Australia,English,"148,623",143.95
1433,"Deep Fitness : The Mindful, Science-Based Strength-Training Method to Transform Your Well-Being  in 30 Minutes a Week",sport,3.8,0,1,0,Philip Shepherd,224,254,178,20.32,771.11,19,Oct,2021,"North Atlantic Books,U.S.",Berkeley,CA,English,"16,687",80.78
1434,Bushido : Samurai Ethics and the Soul of Japan,sport,3.9,0,1,0,Inazo Nitobe,128,220,137,7,141,27,Aug,2004,Dover Publications Inc.,New York,United States,English,"148,665",42.57
1435,Build the Perfect Bug Out Bag : Your 72-Hour Disaster Survival Kit,sport,4.02,1,1,0,Creek Stewart,208,229,152,20.32,317.51,25,May,2012,F&W Publications Inc,Ohio,United States,English,"149,760",73.63
1436,On Trails : An Exploration,sport,3.97,0,1,0,Robert Moor,352,198,129,23,246,08,Jun,2017,Aurum Press,London,United Kingdom,English,"150,637",85.25
1437,Complete Musashi: The Book of Five Rings and Other Works : Definitive New Translations of the Writings of Miyamoto Musashi - Japan's Greatest Samurai!,sport,3.89,0,1,0,Musashi,240,191,127,22.86,294.84,02,Mar,2021,Tuttle Publishing,Japan,Japan,English,"5,470",72.83
1438,Golf Anatomy,sport,4.75,1,1,0,Craig Davies,224,254,178,10.16,567,21,May,2018,Human Kinetics Publishers,Champaign,IL,English,"149,828",95.95
1439,A Place Apart : Northern Ireland in the 1970s,sport,4.16,1,1,0,Dervla Murphy,320,210,152,22.86,370,30,Sep,2015,Eland Publishing Ltd,London,United Kingdom,English,"44,651",64.73
1440,Will It Make The Boat Go Faster? : Olympic-winning Strategies for Everyday Success - Second Edition,sport,3.96,0,1,0,Harriet Beveridge,304,234,156,21.59,480.81,28,Apr,2020,Troubador Publishing,Market Harborough,United Kingdom,English,"153,499",76.03
1441,The Escape Artist : Life from the Saddle,sport,4.06,1,1,0,Matt Seaton,192,198,129,13,130,02,Jun,2003,HarperCollins Publishers,London,United Kingdom,English,"150,789",49.76
1442,Sea Fishing Properly Explained,sport,3.55,0,1,0,Ian Ball,128,196,128,12,110,02,Oct,2008,"Little, Brown Book Group",London,United Kingdom,English,"148,611",40.10
1443,Touching Cloudbase : The Complete Guide to Paragliding,sport,4.1,1,1,0,Ian Currer,268,240,170,20,758,15,Aug,2015,Air Supplies,York,United Kingdom,English,"67,084",118.18
1444,Again to Carthage : A Novel,sport,4.01,1,1,0,John L. Parker,384,214,140,25,361,27,Aug,2015,Simon & Schuster,New York,United States,English,"151,508",49.43
1445,Woodland Craft,sport,4.27,1,1,0,Ben Law,216,240,198,17,589.67,17,Oct,2017,Guild of Master Craftsman Publications Ltd,East Sussex,United Kingdom,English,"14,328",121.80
1446,The Essential Wooden: A Lifetime of Lessons on Leaders and Leadership,sport,4.42,1,1,0,John Wooden,224,203,130,13,206,04,Mar,2018,McGraw-Hill Education,OH,United States,English,"62,864",55.54
1447,"Jump Attack : The Formula for Explosive Athletic Performance, Jumping Higher, and Training Like the Pros",sport,4.24,1,1,0,Tim S Grover,272,226,152,18,658,03,Jun,2014,SIMON & SCHUSTER,New York,United States,English,"147,060",79.94
1448,Starting Strength,sport,4.45,1,1,0,Mark Rippetoe,368,282,217,26,"1,146",17,Feb,2015,riva Verlag,,,German,"153,199",138.74
1449,The Education of a Coach : A Portrait of a Friendship,sport,3.94,0,1,0,David Halberstam,288,169,213,22,254,30,Apr,2015,Hyperion,New York,United States,English,"28,890",96.96
1450,There Are No Secrets : Professor Cheng Man Ch'ing and His T'ai Chi Chuan,sport,4.25,1,1,0,Wolfe Lowenthal,176,213,135,8,252,27,Jan,1993,"North Atlantic Books,U.S.",Berkeley,CA,English,"150,691",61.96
1451,"The Athlete's Guide to Recovery : Rest, Relax, and Restore for Peak Performance",sport,3.89,0,1,0,Sage Rountree,248,227,152,18,453,01,Apr,2011,VeloPress,Boulder,United States,English,"144,599",76.74
1452,Pilates for Children and Adolescents : Manual of Guidelines and Curriculum,sport,4.29,1,1,0,Celeste Corey-Zopich,192,245,190,15,637,22,Apr,2014,Handspring Publishing Limited,Pencaitland,United Kingdom,English,"149,852",192.57
1453,No Spin: My Autobiography,sport,3.81,0,1,0,Shane Warne,432,198,126,27,337,06,Jun,2019,Ebury Publishing,London,United Kingdom,English,"150,688",56.91
1454,Champagne Football : John Delaney and the Betrayal of Irish Football: The Inside Story,sport,4.33,1,1,0,Mark Tighe,336,198,129,20,234,30,Sep,2021,Penguin Books Ltd,London,United Kingdom,English,"81,390",54.78
1455,RYA ICC Handbook : International Certificate of Competence,sport,5,1,1,0,Rob Gibson,,245,170,7,176,31,Dec,2008,Royal Yachting Association,Hamble,United Kingdom,English,"151,831",60.23
1456,Bruce Lee : A Life,sport,4.39,1,1,0,Matthew Polly,656,198,130,40,476,13,Jun,2019,Simon & Schuster Ltd,London,United Kingdom,English,"58,274",58.98
1457,Eddie Would Go,sport,4.15,1,1,0,Stuart Holmes Coleman,288,231,152,23,340,07,Feb,2004,St Martin's Press,New York,United States,English,"157,508",59.82
1458,Colm 'Gooch' Cooper : Great Irish Sports Stars,sport,,0,1,0,Donny Mahoney,176,196,130,13,171,12,Oct,2019,O'Brien Press Ltd,Dublin,Ireland,English,"41,278",48.18
1459,44 Years With The Same Bird : A Liverpudlian Love Affair,sport,4.36,1,1,0,Brian Reade,336,198,129,21,274,01,Jun,2009,Pan Macmillan,London,United Kingdom,English,"162,520",75.44
1460,Trout Bohemia : Fly-fishing Travels in New Zealand,sport,4.36,1,1,0,Derek Grzelewski,196,239,160,22.86,612,01,Sep,2013,Stackpole Books,Mechanicsburg,PA,English,"148,673",90.01
1461,A World of My Own : The First Ever Non-stop Solo Round the World Voyage,sport,4.36,1,1,0,Sir Robin Knox-Johnston,256,216,138,20.32,320,03,Mar,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"150,508",55.82
1462,The Glory Game,sport,4.19,1,1,0,Hunter Davies,384,198,129,24,266,06,Jan,2000,Transworld Publishers Ltd,Edinburgh,United Kingdom,English,"146,425",58.60
1463,"Sahara : A Journey of Love, Loss and Survival",sport,4.08,1,1,0,Paula Constant,400,235,153,26,455,02,Aug,2010,Random House Australia,North Sydney,Australia,English,"137,502",139.72
1464,The Best in the World : At What I Have No Idea,sport,4.16,1,1,0,Chris Jericho,432,234,154,36,520,13,Aug,2015,Orion Publishing Co,London,United Kingdom,English,"149,522",62.69
1465,"The Dehydrator Cookbook for Outdoor Adventurers : Healthy, Delicious Recipes for Backpacking and Beyond",sport,4.4,1,1,0,Julie Mosier,182,231,188,15,454,24,Sep,2019,Rockridge Press,,,English,"48,027",90.08
1466,Epic Drives of the World 1,sport,4.02,1,1,0,Lonely Planet,328,240,185,21,963,14,May,2021,Lonely Planet Global Limited,Dublin 8,Ireland,English,"49,363",85.85
1467,The Complete Soccer Goalkeeper,sport,4.1,1,1,0,Tim Mulqueen,208,254,178,12.95,431,15,Nov,2010,Human Kinetics Publishers,Champaign,IL,English,"150,391",149.16
1468,Old Sword Play : Techniques of the Great Masters,sport,3.61,0,1,0,Alfred Hutton,112,234,8,8.13,204.12,28,Mar,2003,Dover Publications Inc.,New York,United States,English,"152,155",48.83
1469,"Mad, Bad and Dangerous to Know : Updated and revised to celebrate the author's 75th year",sport,4.13,1,1,0,Ranulph Fiennes,480,196,128,32,320,23,Jan,2020,Hodder & Stoughton,London,United Kingdom,English,"52,539",58.55
1470,RYA Yachtmaster Handbook,sport,4.33,1,1,0,James Stevens,107,262,196,13,590,01,May,2011,Royal Yachting Association,Hamble,United Kingdom,English,"152,759",93.59
1471,Zen and the Art of Running : The Path to Making Peace with Your Pace,sport,3.41,0,1,0,Larry Shapiro,224,191,140,15,311,18,Nov,2009,Adams Media Corporation,Holbrook,MA,English,"153,448",59.17
1472,"Natural Running : The Simple Path to Stronger, Healthier Running",sport,3.66,0,1,0,Danny Abshire,224,232,153,13,453,01,Dec,2010,Velopress,Boulder,United States,English,"155,057",78.20
1473,Riding the Problem Horse,sport,4.2,1,1,0,Perry Wood,24,245,190,5,90.72,30,Nov,2006,Quiller Publishing Ltd,Shrewsbury,United Kingdom,English,"156,027",36.93
1474,Trading Bases : How a Wall Street Trader Made a Fortune Betting on Baseball,sport,4,1,1,0,Joe Peta,384,229,152,21,414,04,Mar,2014,Penguin Putnam Inc,New York,United States,English,"92,655",74.10
1475,"Go Like Hell : Ford, Ferrari, and Their Battle for Speed and Glory at Le Mans",sport,4.44,1,1,0,A J Baime,336,201,132,23,318,17,Jun,2010,MARINER BOOKS,United States,United States,English,"152,136",64.49
1476,Jerry Moffatt : Revelations,sport,4.39,1,1,0,Jerry Moffatt,,234,156,24,419,01,Feb,2010,Vertebrate Publishing Ltd,United Kingdom,United Kingdom,English,"37,781",70.86
1477,Cycling Southern France - Loire to Mediterranean,sport,3.8,0,1,0,Richard Peace,144,210,146,16,400,01,Mar,2008,Excellent Books,West Yorkshire,United Kingdom,English,"152,706",77.04
1478,Rain Men,sport,4.01,1,1,0,Marcus Berkmann,256,197,129,19,190,04,Apr,1996,"Little, Brown Book Group",London,United Kingdom,English,"86,082",44.19
1479,30 Children's Yoga Picture Cards,sport,,0,1,0,Elke Gulden,30,215,150,16,384,01,Sep,2020,Lotus Publishing,Chichester,United Kingdom,English,"189,323",61.37
1480,Blessed - The Autobiography,sport,3.78,0,1,0,George Best,512,198,126,32,343,30,Oct,2004,Ebury Publishing,London,United Kingdom,English,"151,989",68.46
1481,Torres del Paine : Chile's Premier National Park and Argentina's Los Glaciares National Park,sport,4.33,1,1,0,Rudolf Abraham,192,172,116,12,240,11,Sep,2018,Cicerone Press,Kendal,United Kingdom,English,"152,681",80.64
1482,Enzo Ferrari : A Life,sport,3.8,0,1,0,Richard Williams,352,198,129,22,245,01,Dec,2006,Vintage Publishing,London,United Kingdom,English,"101,521",61.33
1483,Chamonix to Zermatt : The classic Walker's Haute Route,sport,5,1,1,0,Kev Reynolds,256,172,116,14,300,30,Nov,2019,Cicerone Press,Kendal,United Kingdom,English,"142,079",72.27
